"","year","species","treatment","replicate","abundance"
"5361",1998,"Dolophilodes","high",1,13
"5362",1998,"Dolophilodes","high",2,9
"5363",1998,"Dolophilodes","high",3,1
"5364",1998,"Dolophilodes","high",4,22
"5365",1998,"Dolophilodes","high",5,4
"5366",1998,"Dolophilodes","high",6,19
"5367",1998,"Dolophilodes","high",7,0
"5368",1998,"Dolophilodes","high",8,59
"5369",1998,"Dolophilodes","high",9,7
"5370",1998,"Dolophilodes","high",10,0
"5371",1998,"Dolophilodes","low",1,0
"5372",1998,"Dolophilodes","low",2,0
"5373",1998,"Dolophilodes","low",3,0
"5374",1998,"Dolophilodes","low",4,0
"5375",1998,"Dolophilodes","low",5,0
"5376",1998,"Dolophilodes","low",6,0
"5377",1998,"Dolophilodes","low",7,0
"5378",1998,"Dolophilodes","low",8,0
"5379",1998,"Dolophilodes","low",9,0
"5380",1998,"Dolophilodes","low",10,0
"5381",1998,"Dolophilodes","medium",1,4
"5382",1998,"Dolophilodes","medium",2,39
"5383",1998,"Dolophilodes","medium",3,0
"5384",1998,"Dolophilodes","medium",4,2
"5385",1998,"Dolophilodes","medium",5,35
"5386",1998,"Dolophilodes","medium",6,1
"5387",1998,"Dolophilodes","medium",7,0
"5388",1998,"Dolophilodes","medium",8,0
"5389",1998,"Dolophilodes","medium",9,20
"5390",1998,"Dolophilodes","medium",10,10
"5391",1998,"Epeorus","control",1,0
"5392",1998,"Epeorus","control",2,0
"5393",1998,"Epeorus","control",3,0
"5394",1998,"Epeorus","control",4,0
"5395",1998,"Epeorus","control",5,0
"5396",1998,"Epeorus","control",6,0
"5397",1998,"Epeorus","control",7,0
"5398",1998,"Epeorus","control",8,0
"5399",1998,"Epeorus","control",9,0
"5400",1998,"Epeorus","control",10,0
"5401",1998,"Epeorus","high",1,0
"5402",1998,"Epeorus","high",2,0
"5403",1998,"Epeorus","high",3,0
"5404",1998,"Epeorus","high",4,0
"5405",1998,"Epeorus","high",5,0
"5406",1998,"Epeorus","high",6,0
"5407",1998,"Epeorus","high",7,0
"5408",1998,"Epeorus","high",8,0
"5409",1998,"Epeorus","high",9,0
"5410",1998,"Epeorus","high",10,0
"5411",1998,"Eurylophella","control",1,0
"5412",1998,"Eurylophella","control",2,0
"5413",1998,"Eurylophella","control",3,1
"5414",1998,"Eurylophella","control",4,0
"5415",1998,"Eurylophella","control",5,0
"5416",1998,"Eurylophella","control",6,0
"5417",1998,"Eurylophella","control",7,0
"5418",1998,"Eurylophella","control",8,0
"5419",1998,"Eurylophella","control",9,0
"5420",1998,"Eurylophella","control",10,0
"5421",1998,"Eurylophella","high",1,0
"5422",1998,"Eurylophella","high",2,0
"5423",1998,"Eurylophella","high",3,0
"5424",1998,"Eurylophella","high",4,0
"5425",1998,"Eurylophella","high",5,0
"5426",1998,"Eurylophella","high",6,1
"5427",1998,"Eurylophella","high",7,0
"5428",1998,"Eurylophella","high",8,0
"5429",1998,"Eurylophella","high",9,1
"5430",1998,"Eurylophella","high",10,0
"5431",1998,"Eurylophella","low",1,0
"5432",1998,"Eurylophella","low",2,0
"5433",1998,"Eurylophella","low",3,0
"5434",1998,"Eurylophella","low",4,0
"5435",1998,"Eurylophella","low",5,0
"5436",1998,"Eurylophella","low",6,0
"5437",1998,"Eurylophella","low",7,0
"5438",1998,"Eurylophella","low",8,0
"5439",1998,"Eurylophella","low",9,0
"5440",1998,"Eurylophella","low",10,0
"5441",1998,"Eurylophella","medium",1,0
"5442",1998,"Eurylophella","medium",2,0
"5443",1998,"Eurylophella","medium",3,0
"5444",1998,"Eurylophella","medium",4,0
"5445",1998,"Eurylophella","medium",5,0
"5446",1998,"Eurylophella","medium",6,1
"5447",1998,"Eurylophella","medium",7,0
"5448",1998,"Eurylophella","medium",8,1
"5449",1998,"Eurylophella","medium",9,2
"5450",1998,"Eurylophella","medium",10,0
"5451",1998,"Glossosoma","control",1,0
"5452",1998,"Glossosoma","control",2,0
"5453",1998,"Glossosoma","control",3,0
"5454",1998,"Glossosoma","control",4,0
"5455",1998,"Glossosoma","control",5,0
"5456",1998,"Glossosoma","control",6,0
"5457",1998,"Glossosoma","control",7,0
"5458",1998,"Glossosoma","control",8,0
"5459",1998,"Glossosoma","control",9,0
"5460",1998,"Glossosoma","control",10,0
"5461",1998,"Glossosoma","high",1,0
"5462",1998,"Glossosoma","high",2,0
"5463",1998,"Glossosoma","high",3,0
"5464",1998,"Glossosoma","high",4,2
"5465",1998,"Glossosoma","high",5,0
"5466",1998,"Glossosoma","high",6,1
"5467",1998,"Glossosoma","high",7,0
"5468",1998,"Glossosoma","high",8,0
"5469",1998,"Glossosoma","high",9,0
"5470",1998,"Glossosoma","high",10,0
"5471",1998,"Glossosoma","low",1,0
"5472",1998,"Glossosoma","low",2,0
"5473",1998,"Glossosoma","low",3,0
"5474",1998,"Glossosoma","low",4,0
"5475",1998,"Glossosoma","low",5,0
"5476",1998,"Glossosoma","low",6,0
"5477",1998,"Glossosoma","low",7,0
"5478",1998,"Glossosoma","low",8,0
"5479",1998,"Glossosoma","low",9,0
"5480",1998,"Glossosoma","low",10,0
"5481",1998,"Glossosoma","medium",1,0
"5482",1998,"Glossosoma","medium",2,0
"5483",1998,"Glossosoma","medium",3,0
"5484",1998,"Glossosoma","medium",4,0
"5485",1998,"Glossosoma","medium",5,0
"5486",1998,"Glossosoma","medium",6,0
"5487",1998,"Glossosoma","medium",7,0
"5488",1998,"Glossosoma","medium",8,0
"5489",1998,"Glossosoma","medium",9,0
"5490",1998,"Glossosoma","medium",10,0
"5491",1998,"Habrophlebia","high",1,0
"5492",1998,"Habrophlebia","high",2,2
"5493",1998,"Habrophlebia","high",3,0
"5494",1998,"Habrophlebia","high",4,0
"5495",1998,"Habrophlebia","high",5,0
"5496",1998,"Habrophlebia","high",6,0
"5497",1998,"Habrophlebia","high",7,0
"5498",1998,"Habrophlebia","high",8,0
"5499",1998,"Habrophlebia","high",9,0
"5500",1998,"Habrophlebia","high",10,0
"5501",1998,"Haploperla","control",1,0
"5502",1998,"Haploperla","control",2,0
"5503",1998,"Haploperla","control",3,0
"5504",1998,"Haploperla","control",4,0
"5505",1998,"Haploperla","control",5,0
"5506",1998,"Haploperla","control",6,0
"5507",1998,"Haploperla","control",7,0
"5508",1998,"Haploperla","control",8,0
"5509",1998,"Haploperla","control",9,0
"5510",1998,"Haploperla","control",10,0
"5511",1998,"Haploperla","high",1,0
"5512",1998,"Haploperla","high",2,0
"5513",1998,"Haploperla","high",3,0
"5514",1998,"Haploperla","high",4,0
"5515",1998,"Haploperla","high",5,0
"5516",1998,"Haploperla","high",6,0
"5517",1998,"Haploperla","high",7,0
"5518",1998,"Haploperla","high",8,0
"5519",1998,"Haploperla","high",9,0
"5520",1998,"Haploperla","high",10,0
"5521",1998,"Haploperla","medium",1,0
"5522",1998,"Haploperla","medium",2,0
"5523",1998,"Haploperla","medium",3,0
"5524",1998,"Haploperla","medium",4,0
"5525",1998,"Haploperla","medium",5,0
"5526",1998,"Haploperla","medium",6,0
"5527",1998,"Haploperla","medium",7,0
"5528",1998,"Haploperla","medium",8,0
"5529",1998,"Haploperla","medium",9,0
"5530",1998,"Haploperla","medium",10,0
"5531",1998,"Heptageniidae","control",1,0
"5532",1998,"Heptageniidae","control",2,0
"5533",1998,"Heptageniidae","control",3,0
"5534",1998,"Heptageniidae","control",4,0
"5535",1998,"Heptageniidae","control",5,0
"5536",1998,"Heptageniidae","control",6,0
"5537",1998,"Heptageniidae","control",7,0
"5538",1998,"Heptageniidae","control",8,0
"5539",1998,"Heptageniidae","control",9,0
"5540",1998,"Heptageniidae","control",10,0
"5541",1998,"Heptageniidae","high",1,0
"5542",1998,"Heptageniidae","high",2,0
"5543",1998,"Heptageniidae","high",3,0
"5544",1998,"Heptageniidae","high",4,0
"5545",1998,"Heptageniidae","high",5,0
"5546",1998,"Heptageniidae","high",6,0
"5547",1998,"Heptageniidae","high",7,0
"5548",1998,"Heptageniidae","high",8,0
"5549",1998,"Heptageniidae","high",9,0
"5550",1998,"Heptageniidae","high",10,0
"5551",1998,"Hesperophylax","control",1,0
"5552",1998,"Hesperophylax","control",2,0
"5553",1998,"Hesperophylax","control",3,0
"5554",1998,"Hesperophylax","control",4,0
"5555",1998,"Hesperophylax","control",5,0
"5556",1998,"Hesperophylax","control",6,0
"5557",1998,"Hesperophylax","control",7,0
"5558",1998,"Hesperophylax","control",8,0
"5559",1998,"Hesperophylax","control",9,0
"5560",1998,"Hesperophylax","control",10,0
"5561",1998,"Hesperophylax","high",1,0
"5562",1998,"Hesperophylax","high",2,0
"5563",1998,"Hesperophylax","high",3,0
"5564",1998,"Hesperophylax","high",4,0
"5565",1998,"Hesperophylax","high",5,0
"5566",1998,"Hesperophylax","high",6,0
"5567",1998,"Hesperophylax","high",7,0
"5568",1998,"Hesperophylax","high",8,1
"5569",1998,"Hesperophylax","high",9,0
"5570",1998,"Hesperophylax","high",10,0
"5571",1998,"Hesperophylax","medium",1,0
"5572",1998,"Hesperophylax","medium",2,0
"5573",1998,"Hesperophylax","medium",3,0
"5574",1998,"Hesperophylax","medium",4,1
"5575",1998,"Hesperophylax","medium",5,0
"5576",1998,"Hesperophylax","medium",6,0
"5577",1998,"Hesperophylax","medium",7,0
"5578",1998,"Hesperophylax","medium",8,0
"5579",1998,"Hesperophylax","medium",9,0
"5580",1998,"Hesperophylax","medium",10,1
"5581",1998,"Heterocloeon","control",1,2
"5582",1998,"Heterocloeon","control",2,1
"5583",1998,"Heterocloeon","control",3,0
"5584",1998,"Heterocloeon","control",4,0
"5585",1998,"Heterocloeon","control",5,0
"5586",1998,"Heterocloeon","control",6,1
"5587",1998,"Heterocloeon","control",7,0
"5588",1998,"Heterocloeon","control",8,0
"5589",1998,"Heterocloeon","control",9,0
"5590",1998,"Heterocloeon","control",10,0
"5591",1998,"Heterocloeon","high",1,2
"5592",1998,"Heterocloeon","high",2,27
"5593",1998,"Heterocloeon","high",3,0
"5594",1998,"Heterocloeon","high",4,3
"5595",1998,"Heterocloeon","high",5,6
"5596",1998,"Heterocloeon","high",6,14
"5597",1998,"Heterocloeon","high",7,6
"5598",1998,"Heterocloeon","high",8,1
"5599",1998,"Heterocloeon","high",9,0
"5600",1998,"Heterocloeon","high",10,0
"5601",1998,"Heterocloeon","low",1,0
"5602",1998,"Heterocloeon","low",2,0
"5603",1998,"Heterocloeon","low",3,0
"5604",1998,"Heterocloeon","low",4,0
"5605",1998,"Heterocloeon","low",5,0
"5606",1998,"Heterocloeon","low",6,0
"5607",1998,"Heterocloeon","low",7,0
"5608",1998,"Heterocloeon","low",8,0
"5609",1998,"Heterocloeon","low",9,0
"5610",1998,"Heterocloeon","low",10,0
"5611",1998,"Heterocloeon","medium",1,0
"5612",1998,"Heterocloeon","medium",2,2
"5613",1998,"Heterocloeon","medium",3,0
"5614",1998,"Heterocloeon","medium",4,0
"5615",1998,"Heterocloeon","medium",5,0
"5616",1998,"Heterocloeon","medium",6,0
"5617",1998,"Heterocloeon","medium",7,0
"5618",1998,"Heterocloeon","medium",8,0
"5619",1998,"Heterocloeon","medium",9,0
"5620",1998,"Heterocloeon","medium",10,0
"5621",1998,"Hexatoma","high",1,0
"5622",1998,"Hexatoma","high",2,0
"5623",1998,"Hexatoma","high",3,0
"5624",1998,"Hexatoma","high",4,2
"5625",1998,"Hexatoma","high",5,0
"5626",1998,"Hexatoma","high",6,8
"5627",1998,"Hexatoma","high",7,1
"5628",1998,"Hexatoma","high",8,5
"5629",1998,"Hexatoma","high",9,2
"5630",1998,"Hexatoma","high",10,0
"5631",1998,"Hexatoma","medium",1,0
"5632",1998,"Hexatoma","medium",2,0
"5633",1998,"Hexatoma","medium",3,0
"5634",1998,"Hexatoma","medium",4,0
"5635",1998,"Hexatoma","medium",5,0
"5636",1998,"Hexatoma","medium",6,0
"5637",1998,"Hexatoma","medium",7,0
"5638",1998,"Hexatoma","medium",8,0
"5639",1998,"Hexatoma","medium",9,0
"5640",1998,"Hexatoma","medium",10,0
"5641",1998,"Hydatophylax","control",1,0
"5642",1998,"Hydatophylax","control",2,0
"5643",1998,"Hydatophylax","control",3,0
"5644",1998,"Hydatophylax","control",4,0
"5645",1998,"Hydatophylax","control",5,0
"5646",1998,"Hydatophylax","control",6,1
"5647",1998,"Hydatophylax","control",7,1
"5648",1998,"Hydatophylax","control",8,0
"5649",1998,"Hydatophylax","control",9,0
"5650",1998,"Hydatophylax","control",10,0
"5651",1998,"Hydatophylax","low",1,3
"5652",1998,"Hydatophylax","low",2,1
"5653",1998,"Hydatophylax","low",3,0
"5654",1998,"Hydatophylax","low",4,1
"5655",1998,"Hydatophylax","low",5,0
"5656",1998,"Hydatophylax","low",6,0
"5657",1998,"Hydatophylax","low",7,0
"5658",1998,"Hydatophylax","low",8,1
"5659",1998,"Hydatophylax","low",9,0
"5660",1998,"Hydatophylax","low",10,0
"5661",1998,"Hydatophylax","medium",1,0
"5662",1998,"Hydatophylax","medium",2,0
"5663",1998,"Hydatophylax","medium",3,0
"5664",1998,"Hydatophylax","medium",4,0
"5665",1998,"Hydatophylax","medium",5,0
"5666",1998,"Hydatophylax","medium",6,0
"5667",1998,"Hydatophylax","medium",7,0
"5668",1998,"Hydatophylax","medium",8,1
"5669",1998,"Hydatophylax","medium",9,0
"5670",1998,"Hydatophylax","medium",10,0
"5671",1998,"Hydropsychidae","control",1,0
"5672",1998,"Hydropsychidae","control",2,0
"5673",1998,"Hydropsychidae","control",3,0
"5674",1998,"Hydropsychidae","control",4,0
"5675",1998,"Hydropsychidae","control",5,0
"5676",1998,"Hydropsychidae","control",6,0
"5677",1998,"Hydropsychidae","control",7,0
"5678",1998,"Hydropsychidae","control",8,0
"5679",1998,"Hydropsychidae","control",9,0
"5680",1998,"Hydropsychidae","control",10,0
"5681",1998,"Hydropsychidae","high",1,0
"5682",1998,"Hydropsychidae","high",2,1
"5683",1998,"Hydropsychidae","high",3,0
"5684",1998,"Hydropsychidae","high",4,0
"5685",1998,"Hydropsychidae","high",5,1
"5686",1998,"Hydropsychidae","high",6,1
"5687",1998,"Hydropsychidae","high",7,0
"5688",1998,"Hydropsychidae","high",8,1
"5689",1998,"Hydropsychidae","high",9,0
"5690",1998,"Hydropsychidae","high",10,0
"5691",1998,"Hydroptila","high",1,0
"5692",1998,"Hydroptila","high",2,0
"5693",1998,"Hydroptila","high",3,0
"5694",1998,"Hydroptila","high",4,0
"5695",1998,"Hydroptila","high",5,0
"5696",1998,"Hydroptila","high",6,0
"5697",1998,"Hydroptila","high",7,0
"5698",1998,"Hydroptila","high",8,0
"5699",1998,"Hydroptila","high",9,0
"5700",1998,"Hydroptila","high",10,0
"5701",1998,"Isogenoides","control",1,0
"5702",1998,"Isogenoides","control",2,0
"5703",1998,"Isogenoides","control",3,0
"5704",1998,"Isogenoides","control",4,0
"5705",1998,"Isogenoides","control",5,0
"5706",1998,"Isogenoides","control",6,0
"5707",1998,"Isogenoides","control",7,0
"5708",1998,"Isogenoides","control",8,0
"5709",1998,"Isogenoides","control",9,0
"5710",1998,"Isogenoides","control",10,0
"5711",1998,"Isogenoides","high",1,0
"5712",1998,"Isogenoides","high",2,0
"5713",1998,"Isogenoides","high",3,0
"5714",1998,"Isogenoides","high",4,0
"5715",1998,"Isogenoides","high",5,0
"5716",1998,"Isogenoides","high",6,0
"5717",1998,"Isogenoides","high",7,0
"5718",1998,"Isogenoides","high",8,0
"5719",1998,"Isogenoides","high",9,0
"5720",1998,"Isogenoides","high",10,0
"5721",1998,"Isogenoides","medium",1,0
"5722",1998,"Isogenoides","medium",2,0
"5723",1998,"Isogenoides","medium",3,0
"5724",1998,"Isogenoides","medium",4,0
"5725",1998,"Isogenoides","medium",5,0
"5726",1998,"Isogenoides","medium",6,0
"5727",1998,"Isogenoides","medium",7,0
"5728",1998,"Isogenoides","medium",8,0
"5729",1998,"Isogenoides","medium",9,0
"5730",1998,"Isogenoides","medium",10,0
"5731",1998,"Isoperla","high",1,0
"5732",1998,"Isoperla","high",2,2
"5733",1998,"Isoperla","high",3,0
"5734",1998,"Isoperla","high",4,0
"5735",1998,"Isoperla","high",5,3
"5736",1998,"Isoperla","high",6,3
"5737",1998,"Isoperla","high",7,0
"5738",1998,"Isoperla","high",8,3
"5739",1998,"Isoperla","high",9,0
"5740",1998,"Isoperla","high",10,1
"5741",1998,"Isoperla","medium",1,0
"5742",1998,"Isoperla","medium",2,0
"5743",1998,"Isoperla","medium",3,0
"5744",1998,"Isoperla","medium",4,0
"5745",1998,"Isoperla","medium",5,0
"5746",1998,"Isoperla","medium",6,0
"5747",1998,"Isoperla","medium",7,0
"5748",1998,"Isoperla","medium",8,0
"5749",1998,"Isoperla","medium",9,1
"5750",1998,"Isoperla","medium",10,0
"5751",1998,"Lepidostoma","control",1,3
"5752",1998,"Lepidostoma","control",2,0
"5753",1998,"Lepidostoma","control",3,0
"5754",1998,"Lepidostoma","control",4,0
"5755",1998,"Lepidostoma","control",5,0
"5756",1998,"Lepidostoma","control",6,2
"5757",1998,"Lepidostoma","control",7,0
"5758",1998,"Lepidostoma","control",8,0
"5759",1998,"Lepidostoma","control",9,1
"5760",1998,"Lepidostoma","control",10,1
"5761",1998,"Lepidostoma","high",1,1
"5762",1998,"Lepidostoma","high",2,2
"5763",1998,"Lepidostoma","high",3,3
"5764",1998,"Lepidostoma","high",4,2
"5765",1998,"Lepidostoma","high",5,0
"5766",1998,"Lepidostoma","high",6,4
"5767",1998,"Lepidostoma","high",7,0
"5768",1998,"Lepidostoma","high",8,4
"5769",1998,"Lepidostoma","high",9,0
"5770",1998,"Lepidostoma","high",10,0
"5771",1998,"Lepidostoma","low",1,3
"5772",1998,"Lepidostoma","low",2,1
"5773",1998,"Lepidostoma","low",3,2
"5774",1998,"Lepidostoma","low",4,8
"5775",1998,"Lepidostoma","low",5,3
"5776",1998,"Lepidostoma","low",6,1
"5777",1998,"Lepidostoma","low",7,0
"5778",1998,"Lepidostoma","low",8,1
"5779",1998,"Lepidostoma","low",9,0
"5780",1998,"Lepidostoma","low",10,0
"5781",1998,"Lepidostoma","medium",1,0
"5782",1998,"Lepidostoma","medium",2,2
"5783",1998,"Lepidostoma","medium",3,0
"5784",1998,"Lepidostoma","medium",4,0
"5785",1998,"Lepidostoma","medium",5,1
"5786",1998,"Lepidostoma","medium",6,4
"5787",1998,"Lepidostoma","medium",7,1
"5788",1998,"Lepidostoma","medium",8,6
"5789",1998,"Lepidostoma","medium",9,5
"5790",1998,"Lepidostoma","medium",10,0
"5791",1998,"Leptoceridae","medium",1,0
"5792",1998,"Leptoceridae","medium",2,0
"5793",1998,"Leptoceridae","medium",3,1
"5794",1998,"Leptoceridae","medium",4,0
"5795",1998,"Leptoceridae","medium",5,0
"5796",1998,"Leptoceridae","medium",6,0
"5797",1998,"Leptoceridae","medium",7,0
"5798",1998,"Leptoceridae","medium",8,0
"5799",1998,"Leptoceridae","medium",9,0
"5800",1998,"Leptoceridae","medium",10,1
"5801",1998,"Leuctra","control",1,5
"5802",1998,"Leuctra","control",2,11
"5803",1998,"Leuctra","control",3,12
"5804",1998,"Leuctra","control",4,5
"5805",1998,"Leuctra","control",5,4
"5806",1998,"Leuctra","control",6,21
"5807",1998,"Leuctra","control",7,7
"5808",1998,"Leuctra","control",8,6
"5809",1998,"Leuctra","control",9,9
"5810",1998,"Leuctra","control",10,1
"5811",1998,"Leuctra","high",1,9
"5812",1998,"Leuctra","high",2,16
"5813",1998,"Leuctra","high",3,6
"5814",1998,"Leuctra","high",4,23
"5815",1998,"Leuctra","high",5,14
"5816",1998,"Leuctra","high",6,22
"5817",1998,"Leuctra","high",7,6
"5818",1998,"Leuctra","high",8,42
"5819",1998,"Leuctra","high",9,16
"5820",1998,"Leuctra","high",10,7
"5821",1998,"Leuctra","low",1,0
"5822",1998,"Leuctra","low",2,0
"5823",1998,"Leuctra","low",3,2
"5824",1998,"Leuctra","low",4,0
"5825",1998,"Leuctra","low",5,3
"5826",1998,"Leuctra","low",6,2
"5827",1998,"Leuctra","low",7,2
"5828",1998,"Leuctra","low",8,1
"5829",1998,"Leuctra","low",9,3
"5830",1998,"Leuctra","low",10,2
"5831",1998,"Leuctra","medium",1,9
"5832",1998,"Leuctra","medium",2,22
"5833",1998,"Leuctra","medium",3,9
"5834",1998,"Leuctra","medium",4,16
"5835",1998,"Leuctra","medium",5,27
"5836",1998,"Leuctra","medium",6,44
"5837",1998,"Leuctra","medium",7,8
"5838",1998,"Leuctra","medium",8,28
"5839",1998,"Leuctra","medium",9,19
"5840",1998,"Leuctra","medium",10,11
"5841",1998,"Limnephilidae","control",1,0
"5842",1998,"Limnephilidae","control",2,0
"5843",1998,"Limnephilidae","control",3,0
"5844",1998,"Limnephilidae","control",4,0
"5845",1998,"Limnephilidae","control",5,0
"5846",1998,"Limnephilidae","control",6,0
"5847",1998,"Limnephilidae","control",7,0
"5848",1998,"Limnephilidae","control",8,0
"5849",1998,"Limnephilidae","control",9,0
"5850",1998,"Limnephilidae","control",10,0
"5851",1998,"Limnephilidae","high",1,0
"5852",1998,"Limnephilidae","high",2,0
"5853",1998,"Limnephilidae","high",3,0
"5854",1998,"Limnephilidae","high",4,0
"5855",1998,"Limnephilidae","high",5,0
"5856",1998,"Limnephilidae","high",6,0
"5857",1998,"Limnephilidae","high",7,1
"5858",1998,"Limnephilidae","high",8,0
"5859",1998,"Limnephilidae","high",9,0
"5860",1998,"Limnephilidae","high",10,0
"5861",1998,"Limnephilidae","low",1,0
"5862",1998,"Limnephilidae","low",2,0
"5863",1998,"Limnephilidae","low",3,0
"5864",1998,"Limnephilidae","low",4,0
"5865",1998,"Limnephilidae","low",5,0
"5866",1998,"Limnephilidae","low",6,0
"5867",1998,"Limnephilidae","low",7,0
"5868",1998,"Limnephilidae","low",8,0
"5869",1998,"Limnephilidae","low",9,0
"5870",1998,"Limnephilidae","low",10,0
"5871",1998,"Limnephilidae","medium",1,0
"5872",1998,"Limnephilidae","medium",2,0
"5873",1998,"Limnephilidae","medium",3,0
"5874",1998,"Limnephilidae","medium",4,0
"5875",1998,"Limnephilidae","medium",5,0
"5876",1998,"Limnephilidae","medium",6,0
"5877",1998,"Limnephilidae","medium",7,0
"5878",1998,"Limnephilidae","medium",8,0
"5879",1998,"Limnephilidae","medium",9,0
"5880",1998,"Limnephilidae","medium",10,0
"5881",1998,"Molophilus","control",1,0
"5882",1998,"Molophilus","control",2,0
"5883",1998,"Molophilus","control",3,0
"5884",1998,"Molophilus","control",4,1
"5885",1998,"Molophilus","control",5,0
"5886",1998,"Molophilus","control",6,0
"5887",1998,"Molophilus","control",7,0
"5888",1998,"Molophilus","control",8,5
"5889",1998,"Molophilus","control",9,0
"5890",1998,"Molophilus","control",10,0
"5891",1998,"Molophilus","high",1,0
"5892",1998,"Molophilus","high",2,0
"5893",1998,"Molophilus","high",3,1
"5894",1998,"Molophilus","high",4,0
"5895",1998,"Molophilus","high",5,0
"5896",1998,"Molophilus","high",6,2
"5897",1998,"Molophilus","high",7,0
"5898",1998,"Molophilus","high",8,3
"5899",1998,"Molophilus","high",9,1
"5900",1998,"Molophilus","high",10,1
"5901",1998,"Molophilus","low",1,0
"5902",1998,"Molophilus","low",2,0
"5903",1998,"Molophilus","low",3,0
"5904",1998,"Molophilus","low",4,2
"5905",1998,"Molophilus","low",5,2
"5906",1998,"Molophilus","low",6,1
"5907",1998,"Molophilus","low",7,0
"5908",1998,"Molophilus","low",8,0
"5909",1998,"Molophilus","low",9,0
"5910",1998,"Molophilus","low",10,0
"5911",1998,"Molophilus","medium",1,0
"5912",1998,"Molophilus","medium",2,1
"5913",1998,"Molophilus","medium",3,0
"5914",1998,"Molophilus","medium",4,0
"5915",1998,"Molophilus","medium",5,0
"5916",1998,"Molophilus","medium",6,0
"5917",1998,"Molophilus","medium",7,0
"5918",1998,"Molophilus","medium",8,0
"5919",1998,"Molophilus","medium",9,0
"5920",1998,"Molophilus","medium",10,1
"5921",1998,"Nemoura","control",1,3
"5922",1998,"Nemoura","control",2,0
"5923",1998,"Nemoura","control",3,0
"5924",1998,"Nemoura","control",4,2
"5925",1998,"Nemoura","control",5,1
"5926",1998,"Nemoura","control",6,2
"5927",1998,"Nemoura","control",7,2
"5928",1998,"Nemoura","control",8,1
"5929",1998,"Nemoura","control",9,1
"5930",1998,"Nemoura","control",10,2
"5931",1998,"Nemoura","high",1,2
"5932",1998,"Nemoura","high",2,3
"5933",1998,"Nemoura","high",3,2
"5934",1998,"Nemoura","high",4,9
"5935",1998,"Nemoura","high",5,0
"5936",1998,"Nemoura","high",6,22
"5937",1998,"Nemoura","high",7,1
"5938",1998,"Nemoura","high",8,8
"5939",1998,"Nemoura","high",9,3
"5940",1998,"Nemoura","high",10,3
"5941",1998,"Nemoura","low",1,5
"5942",1998,"Nemoura","low",2,0
"5943",1998,"Nemoura","low",3,2
"5944",1998,"Nemoura","low",4,4
"5945",1998,"Nemoura","low",5,0
"5946",1998,"Nemoura","low",6,1
"5947",1998,"Nemoura","low",7,4
"5948",1998,"Nemoura","low",8,1
"5949",1998,"Nemoura","low",9,0
"5950",1998,"Nemoura","low",10,3
"5951",1998,"Nemoura","medium",1,0
"5952",1998,"Nemoura","medium",2,84
"5953",1998,"Nemoura","medium",3,0
"5954",1998,"Nemoura","medium",4,8
"5955",1998,"Nemoura","medium",5,94
"5956",1998,"Nemoura","medium",6,4
"5957",1998,"Nemoura","medium",7,2
"5958",1998,"Nemoura","medium",8,0
"5959",1998,"Nemoura","medium",9,4
"5960",1998,"Nemoura","medium",10,4
"5961",1998,"Neophylax","control",1,3
"5962",1998,"Neophylax","control",2,1
"5963",1998,"Neophylax","control",3,0
"5964",1998,"Neophylax","control",4,2
"5965",1998,"Neophylax","control",5,0
"5966",1998,"Neophylax","control",6,2
"5967",1998,"Neophylax","control",7,0
"5968",1998,"Neophylax","control",8,0
"5969",1998,"Neophylax","control",9,0
"5970",1998,"Neophylax","control",10,1
"5971",1998,"Neophylax","low",1,1
"5972",1998,"Neophylax","low",2,0
"5973",1998,"Neophylax","low",3,1
"5974",1998,"Neophylax","low",4,0
"5975",1998,"Neophylax","low",5,0
"5976",1998,"Neophylax","low",6,0
"5977",1998,"Neophylax","low",7,0
"5978",1998,"Neophylax","low",8,0
"5979",1998,"Neophylax","low",9,0
"5980",1998,"Neophylax","low",10,1
"5981",1998,"Neophylax","medium",1,0
"5982",1998,"Neophylax","medium",2,1
"5983",1998,"Neophylax","medium",3,2
"5984",1998,"Neophylax","medium",4,2
"5985",1998,"Neophylax","medium",5,1
"5986",1998,"Neophylax","medium",6,0
"5987",1998,"Neophylax","medium",7,2
"5988",1998,"Neophylax","medium",8,2
"5989",1998,"Neophylax","medium",9,2
"5990",1998,"Neophylax","medium",10,1
"5991",1998,"Onocosmoecus","control",1,0
"5992",1998,"Onocosmoecus","control",2,0
"5993",1998,"Onocosmoecus","control",3,0
"5994",1998,"Onocosmoecus","control",4,0
"5995",1998,"Onocosmoecus","control",5,0
"5996",1998,"Onocosmoecus","control",6,0
"5997",1998,"Onocosmoecus","control",7,0
"5998",1998,"Onocosmoecus","control",8,1
"5999",1998,"Onocosmoecus","control",9,0
"6000",1998,"Onocosmoecus","control",10,0
"6001",1998,"Onocosmoecus","high",1,0
"6002",1998,"Onocosmoecus","high",2,2
"6003",1998,"Onocosmoecus","high",3,1
"6004",1998,"Onocosmoecus","high",4,0
"6005",1998,"Onocosmoecus","high",5,2
"6006",1998,"Onocosmoecus","high",6,1
"6007",1998,"Onocosmoecus","high",7,0
"6008",1998,"Onocosmoecus","high",8,1
"6009",1998,"Onocosmoecus","high",9,2
"6010",1998,"Onocosmoecus","high",10,0
"6011",1998,"Onocosmoecus","medium",1,0
"6012",1998,"Onocosmoecus","medium",2,1
